;Métrica;Valor
0;top5_accuracy;0,04710094768239425
1;map;0,027043243515360443
2;precision@5;0,00942018953648013
3;recall@5;0,04710094768239425
4;mrr;0,027043243515360443
5;f1@5;0,015700315894133194
