;Métrica;Valor
0;top5_accuracy;0,5627851367083032
1;map;0,15291497551101274
2;precision@k;0,19926375735452387
3;recall@k;0,19926375735452387
4;mrr;0,4155009491447368
5;f1@k;0,19926375735452387
