;Métrica;Valor
0;top5_accuracy;0,33188182361639873
1;map;0,22424409275398235
2;precision@5;0,06637636472330058
3;recall@5;0,33188182361639873
4;mrr;0,22424409275398235
5;f1@5;0,11062727453882852
