;Métrica;Valor
0;top5_accuracy;0,6043731319804939
1;map;0,16480677468407623
2;precision@k;0,22129935504169418
3;recall@k;0,22129935504169418
4;mrr;0,4317445335850243
5;f1@k;0,2212993550416942
