;Métrica;Valor
0;top5_accuracy;0,6037439043574013
1;map;0,16603167112369696
2;precision@k;0,22057574327513718
3;recall@k;0,22057574327513718
4;mrr;0,4335299669655509
5;f1@k;0,22057574327513718
