;Métrica;Valor
0;top5_accuracy;0,2831524303916942
1;map;0,056008599444182114
2;precision@k;0,08249174138744522
3;recall@k;0,08249174138744522
4;mrr;0,1830711551570455
5;f1@k;0,08249174138744522
