;Métrica;Valor
0;top5_accuracy;0,1034764826175869
1;map;0,05952598185727018
2;precision@5;0,02069529652351778
3;recall@5;0,1034764826175869
4;mrr;0,05952598185727018
5;f1@5;0,03449216087252952
