;Métrica;Valor
0;top5_accuracy;0,1149284253578732
1;map;0,06824602800062907
2;precision@5;0,02298568507157556
3;recall@5;0,1149284253578732
4;mrr;0,06824602800062907
5;f1@5;0,03830947511929235
